176155	0.76	0.72	0.64	0.72	0.66	0.74	0.69	0.67	0.66	0.54	0.63	0.72	0.63	0.75	0.63	0.65	0.7	0.67	0.55	0.8	0.63	0.69	0.48	0.87	0.74	0.72	0.67	0.57	0.82	0.79	0.56	0.66	0.71	0.83	0.67	0.56	0.61	0.89	0.57	0.61	0.76	0.6	0.96	0.73	0.68	0.72	0.77	0.71	0.61	0.84	2	0.84	0.7	0.62	0.79	0.64	0.64	0.7	0.64	0.97	0.7	0.53	0.69	0.81	0.77	0.71	0.61	0.91
24779724	0.98	0.64	0.63	0.86	0.8	0.82	0.85	0.7	0.73	0.67	0.78	0.93	0.77	0.8	0.73	0.82	0.87	0.76	0.75	0.8	0.7	0.8	0.59	0.84	0.79	0.84	0.76	0.66	0.8	0.77	0.75	0.74	0.83	0.83	0.84	0.75	0.72	0.87	0.62	0.66	0.91	0.68	0.76	0.78	0.77	0.91	0.77	0.86	0.74	0.78	0.84	2	0.82	0.71	0.8	0.75	0.73	0.76	0.67	0.73	0.72	0.62	0.87	0.82	0.86	0.82	0.65	0.95
3025986	0.95	0.79	0.69	0.82	0.68	0.6	0.8	0.82	0.67	0.67	0.78	0.85	0.72	0.64	0.71	0.74	0.81	0.79	0.71	0.85	0.68	0.79	0.62	0.72	0.69	0.85	0.73	0.82	0.78	0.93	0.67	0.57	0.83	0.73	0.72	0.77	0.61	0.94	0.66	0.7	0.84	0.66	0.65	0.79	0.76	0.84	0.75	0.77	0.68	0.8	0.7	0.82	2	0.77	0.69	0.81	0.69	0.85	0.63	0.82	0.64	0.63	0.77	0.74	0.71	0.81	0.72	0.82
10138260	0.82	0.71	0.7	0.7	0.66	0.66	0.74	0.7	0.58	0.71	0.73	0.79	0.8	0.68	0.85	0.76	0.79	0.75	0.7	0.91	0.67	0.78	0.71	0.61	0.62	0.71	0.7	0.72	0.83	0.83	0.66	0.59	0.74	0.64	0.71	0.71	0.6	0.68	0.64	0.75	0.77	0.98	0.63	0.76	0.67	0.8	0.72	0.71	0.69	0.63	0.62	0.71	0.77	2	0.72	0.78	0.59	1.37	0.68	0.58	0.62	0.66	0.78	0.7	0.66	0.75	0.63	0.73
10127622	0.7	0.53	0.55	0.83	0.8	0.78	0.72	0.68	0.77	0.56	0.74	0.78	0.65	1.48	0.67	0.68	0.7	0.65	0.61	0.75	0.68	0.77	0.51	0.82	0.78	0.7	0.69	0.62	1.02	0.68	0.66	0.68	0.62	0.77	0.7	0.58	0.68	0.78	0.61	0.63	0.7	0.61	0.92	0.74	0.93	0.72	0.77	0.67	0.66	0.77	0.79	0.8	0.69	0.72	2	0.6	0.7	0.75	0.57	0.79	0.6	0.56	0.84	0.71	0.71	0.81	0.75	0.85
216239	0.76	0.73	0.91	0.69	0.7	0.59	0.83	0.78	0.57	0.73	0.74	0.66	0.92	0.63	0.67	0.71	0.74	0.72	0.84	0.77	0.71	0.71	0.64	0.65	0.59	0.85	0.7	0.71	0.67	0.9	0.67	0.57	1.15	0.67	0.77	0.74	0.57	0.7	0.66	0.8	0.87	0.71	0.61	0.72	0.66	0.84	0.73	0.76	0.62	0.67	0.64	0.75	0.81	0.78	0.6	2	0.61	0.79	0.67	0.58	0.7	0.71	0.66	0.65	0.72	0.78	0.66	0.84
44259	0.63	0.48	0.47	0.66	0.68	0.85	0.54	0.64	0.73	0.52	0.65	0.68	0.6	0.65	0.66	0.59	0.76	0.58	0.64	0.72	0.75	0.68	0.48	0.74	0.68	0.7	0.76	0.67	0.68	0.55	0.57	1.68	0.6	0.74	0.62	0.59	1.18	0.72	0.6	0.58	0.65	0.49	0.74	0.69	0.7	0.74	0.64	0.72	0.99	0.69	0.64	0.73	0.69	0.59	0.7	0.61	2	0.59	0.53	0.74	0.61	0.51	0.67	0.63	0.63	0.62	0.63	0.66
5329102	0.88	0.73	0.71	0.73	0.72	0.64	0.82	0.73	0.68	0.72	0.7	0.78	0.77	0.77	0.73	0.77	0.82	0.75	0.7	1.07	0.66	0.72	0.59	0.67	0.68	0.82	0.64	0.71	0.92	0.86	0.64	0.61	0.82	0.74	0.73	0.69	0.62	0.69	0.6	0.67	0.84	0.96	0.7	0.88	0.74	0.88	0.69	0.77	0.62	0.71	0.7	0.76	0.85	1.37	0.75	0.79	0.59	2	0.7	0.66	0.63	0.64	0.85	0.7	0.74	0.81	0.68	0.84
16038120	0.62	0.67	0.78	0.61	0.66	0.61	0.73	0.66	0.48	0.62	0.63	0.65	0.81	0.55	0.66	0.66	0.76	0.77	0.64	0.73	0.65	0.65	0.59	0.6	0.54	0.65	0.63	0.76	0.6	0.64	0.6	0.56	0.64	0.58	0.65	0.68	0.59	0.63	0.65	0.66	0.7	0.66	0.59	0.6	0.58	0.71	0.62	0.68	0.61	0.57	0.64	0.67	0.63	0.68	0.57	0.67	0.53	0.7	2	0.59	0.87	0.62	0.6	0.67	0.58	0.69	0.72	0.64
10427712	0.76	0.51	0.49	0.81	0.65	0.82	0.67	0.58	0.85	0.5	0.56	0.71	0.62	0.75	0.8	0.63	0.72	0.55	0.57	0.67	0.67	0.64	0.44	0.92	0.71	0.71	0.67	0.67	0.88	0.61	0.52	0.71	0.58	0.72	0.63	0.57	0.62	0.82	0.59	0.65	0.64	0.55	1.03	0.71	0.78	0.71	0.71	0.61	0.71	0.8	0.97	0.73	0.82	0.58	0.79	0.58	0.74	0.66	0.59	2	0.59	0.51	0.75	0.74	0.72	0.71	0.62	0.74
16722836	0.67	0.77	0.7	0.66	0.69	0.61	0.66	0.68	0.53	0.73	0.66	0.69	0.67	0.63	0.64	0.67	0.73	0.84	0.71	0.66	0.71	0.63	0.63	0.65	0.56	0.63	0.75	0.82	0.56	0.63	0.67	0.58	0.69	0.57	0.66	0.74	0.62	0.63	0.64	0.67	0.7	0.66	0.62	0.64	0.66	0.89	0.65	0.91	0.7	0.62	0.7	0.72	0.64	0.62	0.6	0.7	0.61	0.63	0.87	0.59	2	0.65	0.67	0.71	0.6	0.78	0.61	0.7
3038522	0.64	0.72	0.66	0.53	0.7	0.52	0.63	0.68	0.57	0.76	0.68	0.66	0.67	0.63	0.83	0.78	0.61	0.82	0.56	0.69	0.65	0.76	0.72	0.49	0.53	0.66	0.73	0.7	0.58	0.7	0.8	0.56	0.76	0.54	0.67	0.64	0.54	0.63	0.71	0.62	0.72	0.65	0.65	0.59	0.55	0.75	0.62	0.69	0.53	0.64	0.53	0.62	0.63	0.66	0.56	0.71	0.51	0.64	0.62	0.51	0.65	2	0.66	0.6	0.58	0.66	0.62	0.63
9926791	0.75	0.58	0.49	0.79	0.7	0.84	0.7	0.64	0.79	0.67	0.68	0.91	0.74	0.8	0.64	0.83	0.71	0.66	0.62	0.69	0.65	0.79	0.56	0.77	0.74	0.78	0.83	0.61	0.85	0.75	0.56	0.65	0.82	0.76	0.66	0.59	0.57	0.73	0.61	0.59	0.75	0.59	0.77	0.88	0.82	0.75	0.73	0.66	0.69	1.06	0.69	0.87	0.77	0.78	0.84	0.66	0.67	0.85	0.6	0.75	0.67	0.66	2	0.66	0.76	0.74	0.67	0.8
5494449	0.67	0.61	0.61	0.69	0.68	0.69	0.64	0.67	0.68	0.62	0.64	0.75	0.73	0.64	0.7	0.7	0.65	0.85	0.67	0.71	0.63	0.61	0.58	0.71	0.76	0.8	0.72	0.61	0.66	0.66	0.65	0.63	0.69	0.65	0.71	0.69	0.64	0.7	0.65	0.63	0.74	0.6	0.8	0.64	0.59	0.75	0.87	0.72	0.66	0.73	0.81	0.82	0.74	0.7	0.71	0.65	0.63	0.7	0.67	0.74	0.71	0.6	0.66	2	0.7	0.69	0.68	0.81
3038525	0.86	0.54	0.56	0.82	0.77	0.82	0.93	0.76	0.75	0.63	0.76	0.82	0.76	0.76	0.72	0.74	0.89	0.66	0.69	0.73	0.79	0.79	0.58	0.79	0.7	0.96	0.73	0.63	0.85	0.71	0.61	0.64	0.8	0.86	0.77	0.62	0.69	0.72	0.66	0.68	0.93	0.62	0.79	0.79	0.74	0.84	0.75	0.8	0.72	0.81	0.77	0.86	0.71	0.66	0.71	0.72	0.63	0.74	0.58	0.72	0.6	0.58	0.76	0.7	2	0.95	0.65	1.04
3081361	0.86	0.79	0.71	0.78	0.69	0.77	0.81	0.77	0.68	0.72	1.07	0.95	0.79	0.75	1.04	0.83	0.9	0.79	0.68	0.85	0.74	0.76	0.72	0.75	0.78	0.9	1.1	0.74	0.81	0.81	0.76	0.66	0.8	0.79	0.89	0.71	0.62	0.69	0.76	0.69	0.87	0.62	0.74	0.76	0.83	0.85	0.79	0.76	0.63	0.84	0.71	0.82	0.81	0.75	0.81	0.78	0.62	0.81	0.69	0.71	0.78	0.66	0.74	0.69	0.95	2	0.66	0.93
9809715	0.7	0.64	0.65	0.6	0.71	0.69	0.65	0.72	0.64	0.69	0.69	0.69	0.64	0.66	0.72	0.8	0.66	0.68	0.65	0.64	0.68	0.63	0.59	0.7	0.7	0.65	0.66	0.67	0.66	0.69	0.6	0.61	0.73	0.58	0.65	0.71	0.65	0.64	0.69	0.63	0.65	0.69	0.67	0.64	0.58	0.69	0.67	0.72	0.66	0.66	0.61	0.65	0.72	0.63	0.75	0.66	0.63	0.68	0.72	0.62	0.61	0.62	0.67	0.68	0.65	0.66	2	0.7
151194	0.83	0.61	0.67	1.01	0.79	0.73	0.86	0.72	0.94	0.67	0.76	0.96	0.9	0.91	0.79	0.81	0.78	0.73	0.72	0.78	0.68	0.86	0.57	0.79	0.84	0.96	0.85	0.69	0.87	0.82	0.68	0.71	0.81	0.96	0.84	0.71	0.68	1.02	0.68	0.69	0.87	0.59	0.98	0.83	0.86	0.91	0.76	0.8	0.74	0.86	0.91	0.95	0.82	0.73	0.85	0.84	0.66	0.84	0.64	0.74	0.7	0.63	0.8	0.81	1.04	0.93	0.7	2
